Indicator,Country,ADM1_CODE,Province,Land_Type,Date,Data,Data_long_term_Average,Year,Month,Dekad,Unit,Source
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2016-07-21,0.226,0.197, 2016,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2016-08-01,0.23,0.198, 2016,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2016-08-11,0.236,0.203, 2016,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2016-08-21,0.233,0.205, 2016,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2016-09-01,0.234,0.212, 2016,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2016-09-11,0.231,0.221, 2016,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2016-09-21,0.251,0.223, 2016,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2016-10-01,0.283,0.242, 2016,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2016-10-11,0.337,0.261, 2016,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2016-10-21,0.357,0.274, 2016,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2016-11-01,0.397,0.299, 2016,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2016-11-11,0.443,0.326, 2016,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2016-11-21,0.516,0.357, 2016,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2016-12-01,0.546,0.401, 2016,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2016-12-11,0.576,0.435, 2016,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2016-12-21,0.607,0.46, 2016,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-01-01,0.64,0.474, 2017,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-01-11,0.662,0.486, 2017,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-01-21,0.664,0.499, 2017,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-02-01,0.639,0.497, 2017,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-02-11,0.627,0.488, 2017,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-02-21,0.626,0.491, 2017,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-03-01,0.642,0.495, 2017,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-03-11,0.649,0.502, 2017,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-03-21,0.633,0.511, 2017,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-04-01,0.593,0.517, 2017,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-04-11,0.55,0.491, 2017,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-04-21,0.46,0.451, 2017,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-05-01,0.395,0.414, 2017,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-05-11,0.335,0.372, 2017,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-05-21,0.31,0.315, 2017,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-06-01,0.289,0.274, 2017,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-06-11,0.273,0.25, 2017,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-06-21,0.264,0.237, 2017,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-07-01,0.261,0.22, 2017,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-07-11,0.252,0.209, 2017,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-07-21,0.25,0.197, 2017,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-08-01,0.245,0.198, 2017,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-08-11,0.244,0.203, 2017,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-08-21,0.249,0.205, 2017,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-09-01,0.249,0.212, 2017,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-09-11,0.258,0.221, 2017,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-09-21,0.268,0.223, 2017,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-10-01,0.284,0.242, 2017,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-10-11,0.312,0.261, 2017,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-10-21,0.334,0.274, 2017,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-11-01,0.355,0.299, 2017,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-11-11,0.376,0.326, 2017,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-11-21,0.408,0.357, 2017,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-12-01,0.434,0.401, 2017,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-12-11,0.451,0.435, 2017,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2017-12-21,0.468,0.46, 2017,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-01-01,0.46,0.474, 2018,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-01-11,0.456,0.486, 2018,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-01-21,0.455,0.499, 2018,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-02-01,0.441,0.497, 2018,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-02-11,0.441,0.488, 2018,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-02-21,0.444,0.491, 2018,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-03-01,0.452,0.495, 2018,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-03-11,0.455,0.502, 2018,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-03-21,0.455,0.511, 2018,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-04-01,0.445,0.517, 2018,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-04-11,0.387,0.491, 2018,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-04-21,0.345,0.451, 2018,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-05-01,0.308,0.414, 2018,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-05-11,0.287,0.372, 2018,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-05-21,0.274,0.315, 2018,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-06-01,0.252,0.274, 2018,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-06-11,0.239,0.25, 2018,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-06-21,0.231,0.237, 2018,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-07-01,0.223,0.22, 2018,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-07-11,0.223,0.209, 2018,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-07-21,0.234,0.197, 2018,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-08-01,0.247,0.198, 2018,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-08-11,0.267,0.203, 2018,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-08-21,0.284,0.205, 2018,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-09-01,0.3,0.212, 2018,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-09-11,0.28,0.221, 2018,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-09-21,0.311,0.223, 2018,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-10-01,0.329,0.242, 2018,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-10-11,0.351,0.261, 2018,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-10-21,0.397,0.274, 2018,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-11-01,0.419,0.299, 2018,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-11-11,0.411,0.326, 2018,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-11-21,0.463,0.357, 2018,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-12-01,0.486,0.401, 2018,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-12-11,0.501,0.435, 2018,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2018-12-21,0.542,0.46, 2018,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-01-01,0.549,0.474, 2019,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-01-11,0.556,0.486, 2019,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-01-21,0.582,0.499, 2019,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-02-01,0.546,0.497, 2019,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-02-11,0.567,0.488, 2019,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-02-21,0.539,0.491, 2019,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-03-01,0.55,0.495, 2019,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-03-11,0.547,0.502, 2019,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-03-21,0.542,0.511, 2019,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-04-01,0.532,0.517, 2019,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-04-11,0.548,0.491, 2019,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-04-21,0.521,0.451, 2019,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-05-01,0.491,0.414, 2019,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-05-11,0.428,0.372, 2019,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-05-21,0.338,0.315, 2019,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-06-01,0.316,0.274, 2019,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-06-11,0.295,0.25, 2019,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-06-21,0.274,0.237, 2019,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-07-01,0.264,0.22, 2019,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-07-11,0.278,0.209, 2019,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-07-21,0.322,0.197, 2019,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-08-01,0.262,0.198, 2019,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-08-11,0.287,0.203, 2019,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-08-21,0.246,0.205, 2019,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-09-01,0.278,0.212, 2019,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-09-11,0.309,0.221, 2019,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-09-21,0.352,0.223, 2019,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-10-01,0.362,0.242, 2019,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-10-11,0.385,0.261, 2019,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-10-21,0.371,0.274, 2019,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-11-01,0.402,0.299, 2019,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-11-11,0.386,0.326, 2019,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-11-21,0.437,0.357, 2019,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-12-01,0.462,0.401, 2019,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-12-11,0.5,0.435, 2019,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2019-12-21,0.514,0.46, 2019,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-01-01,0.548,0.474, 2020,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-01-11,0.563,0.486, 2020,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-01-21,0.544,0.499, 2020,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-02-01,0.517,0.497, 2020,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-02-11,0.47,0.488, 2020,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-02-21,0.508,0.491, 2020,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-03-01,0.493,0.495, 2020,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-03-11,0.52,0.502, 2020,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-03-21,0.495,0.511, 2020,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-04-01,0.524,0.517, 2020,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-04-11,0.467,0.491, 2020,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-04-21,0.431,0.451, 2020,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-05-01,0.449,0.414, 2020,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-05-11,0.404,0.372, 2020,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-05-21,0.361,0.315, 2020,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-06-01,0.327,0.274, 2020,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-06-11,0.28,0.25, 2020,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-06-21,0.262,0.237, 2020,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-07-01,0.28,0.22, 2020,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-07-11,0.283,0.209, 2020,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-07-21,0.35,0.197, 2020,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-08-01,0.262,0.198, 2020,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-08-11,0.255,0.203, 2020,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-08-21,0.26,0.205, 2020,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-09-01,0.256,0.212, 2020,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-09-11,0.281,0.221, 2020,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-09-21,0.312,0.223, 2020,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-10-01,0.323,0.242, 2020,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-10-11,0.342,0.261, 2020,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-10-21,0.327,0.274, 2020,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-11-01,0.32,0.299, 2020,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-11-11,0.296,0.326, 2020,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-11-21,0.353,0.357, 2020,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-12-01,0.431,0.401, 2020,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-12-11,0.46,0.435, 2020,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2020-12-21,0.527,0.46, 2020,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2021-01-01,0.553,0.474, 2021,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2021-01-11,0.563,0.486, 2021,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2021-01-21,0.583,0.499, 2021,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2021-02-01,0.546,0.497, 2021,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2021-02-11,0.614,0.488, 2021,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2021-02-21,0.573,0.491, 2021,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2021-03-01,0.473,0.495, 2021,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2021-03-11,0.579,0.502, 2021,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2021-03-21,0.561,0.511, 2021,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2021-04-01,0.575,0.517, 2021,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2021-04-11,0.531,0.491, 2021,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2021-04-21,0.505,0.451, 2021,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2993,Ariana,Crop Area,2021-05-01,0.466,0.44, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2996,Beja,Crop Area,2021-05-01,0.627,0.552, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2994,Ben Arous,Crop Area,2021-05-01,0.532,0.448, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2995,Bizerte,Crop Area,2021-05-01,0.681,0.59, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2997,Gabes,Crop Area,2021-05-01,0.161,0.165, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2021-05-01,0.181,0.179, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2999,Jendouba,Crop Area,2021-05-01,0.654,0.591, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3000,Kairouan,Crop Area,2021-05-01,0.285,0.268, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3001,Kasserine,Crop Area,2021-05-01,0.241,0.258, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3002,Kebili,Crop Area,2021-05-01,0.202,0.172, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3003,Le Kef,Crop Area,2021-05-01,0.406,0.428, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3004,Mahdia,Crop Area,2021-05-01,0.239,0.221, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3005,Manouba,Crop Area,2021-05-01,0.555,0.468, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3007,Medenine,Crop Area,2021-05-01,0.162,0.159, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3006,Monastir,Crop Area,2021-05-01,0.273,0.25, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3008,Nabeul,Crop Area,2021-05-01,0.514,0.448, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3009,Sfax,Crop Area,2021-05-01,0.186,0.179, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3010,Sidi Bouz,Crop Area,2021-05-01,0.215,0.2, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3011,Siliana,Crop Area,2021-05-01,0.464,0.45, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3012,Sousse,Crop Area,2021-05-01,0.265,0.28, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3013,Tataouine,Crop Area,2021-05-01,0.158,0.15, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3014,Tozeur,Crop Area,2021-05-01,0.198,0.182, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3015,Tunis,Crop Area,2021-05-01,0.333,0.385, 2021,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,3016,Zaghouan,Crop Area,2021-05-01,0.454,0.414, 2021,05,1, ,METOP
